idx	Nuv	auv	buv	Ndv	adv	bdv	Nub	Ndb	M1
2571	2.7746E-01	3.6161E-01	3.0219E+00	-6.9051E-01	1.5697E+00	9.6768E+00	1.2584E-01	-2.1752E-01	3.0000E+00
2572	1.9505E-01	3.8952E-01	4.6184E+00	-3.7758E-01	2.6656E+00	1.9857E+01	5.6452E-02	-1.6075E-01	1.7218E+00
2573	1.8262E-01	8.7243E-01	5.7054E+00	-4.5903E-01	2.7769E+00	1.7335E+01	7.1492E-02	-1.4815E-01	1.3732E+00
2574	1.8577E-01	6.8692E-01	4.0176E+00	-4.9276E-01	2.0641E+00	1.0792E+01	7.1413E-02	-1.2967E-01	1.0282E+00
2575	1.8059E-01	3.9350E-01	2.3234E+00	-5.0480E-01	1.6459E+00	7.4781E+00	6.2457E-02	-1.3231E-01	9.8476E-01
2576	1.8200E-01	9.6071E-01	6.7966E+00	-4.2819E-01	3.2379E+00	2.5000E+01	7.0525E-02	-1.3758E-01	1.4060E+00
2577	2.0323E-01	2.4177E-01	3.7280E+00	-3.9153E-01	2.6661E+00	2.5000E+01	5.3923E-02	-1.3909E-01	2.0374E+00
2578	1.8232E-01	7.9772E-01	5.4054E+00	-3.6334E-01	3.1165E+00	2.5000E+01	4.1531E-02	-1.1438E-01	1.1861E+00
2579	2.2630E-01	1.1569E+00	9.2488E+00	-6.1761E-01	3.0451E+00	2.1060E+01	9.6419E-02	-1.6038E-01	2.3197E+00
2580	1.7570E-01	3.8621E-01	3.6863E+00	-4.6007E-01	3.3542E+00	2.5000E+01	7.3900E-02	-1.6294E-01	1.4475E+00
2581	2.6101E-01	1.1327E+00	9.0635E+00	-6.8827E-01	3.3916E+00	2.5000E+01	6.3785E-02	-1.5859E-01	2.6293E+00
2582	1.7936E-01	1.0377E+00	7.8733E+00	-4.8595E-01	2.7380E+00	1.9168E+01	7.0965E-02	-1.2823E-01	1.2420E+00
2583	1.9016E-01	5.7499E-01	6.0866E+00	-4.1666E-01	2.9687E+00	2.5000E+01	6.0228E-02	-1.4330E-01	1.6272E+00
2584	2.1125E-01	1.4105E-01	1.2755E+00	-4.8727E-01	1.5971E+00	7.0573E+00	3.2553E-02	-1.5308E-01	2.2753E+00
2585	1.7925E-01	1.1131E+00	8.5128E+00	-3.9799E-01	3.0878E+00	2.5000E+01	9.0652E-02	-1.5515E-01	1.0499E+00
2586	1.4572E-01	8.2959E-04	2.9012E-08	-4.1236E-01	9.8106E-01	2.8511E+00	6.3565E-02	-1.3444E-01	1.1727E+00
2587	2.8831E-01	6.1548E-01	3.4876E+00	-8.7399E-01	1.5454E+00	7.0598E+00	1.0161E-01	-1.8507E-01	3.0000E+00
2588	1.6732E-01	1.2823E+00	9.9800E+00	-3.8002E-01	3.0815E+00	2.5000E+01	7.0267E-02	-9.3419E-02	9.8195E-01
2589	2.2612E-01	5.3842E-01	3.8683E+00	-5.9390E-01	2.3643E+00	1.3993E+01	6.7248E-02	-1.4349E-01	2.0845E+00
2590	1.8029E-01	4.7173E-01	5.2151E+00	-4.2440E-01	2.7350E+00	2.3232E+01	7.3713E-02	-1.4034E-01	1.1514E+00
2591	2.8261E-01	1.2648E+00	9.6587E+00	-7.1879E-01	3.2707E+00	2.5000E+01	1.1872E-01	-1.9287E-01	3.0000E+00
2592	1.9082E-01	9.0318E-01	9.6146E+00	-4.3795E-01	2.7075E+00	2.3036E+01	2.2084E-02	-8.0431E-02	9.5547E-01
2593	1.7522E-01	4.6816E-01	5.4482E+00	-3.5502E-01	2.6987E+00	2.5000E+01	6.3454E-02	-1.3616E-01	1.6873E+00
2594	1.7909E-01	5.0174E-01	3.2121E+00	-4.8926E-01	1.1124E+00	3.8116E+00	4.3685E-02	-1.0165E-01	1.4818E+00
2595	1.8613E-01	1.5692E+00	1.1639E+01	-4.6358E-01	3.5769E+00	2.4819E+01	7.3041E-02	-1.2291E-01	1.0591E+00
2596	1.7225E-01	2.0992E-01	1.9502E+00	-4.4740E-01	1.5889E+00	6.7409E+00	4.7441E-02	-1.3714E-01	1.2657E+00
2597	1.7266E-01	4.1313E-01	3.7620E+00	-4.1270E-01	2.9385E+00	2.5000E+01	6.3543E-02	-1.3205E-01	1.0440E+00
2598	1.9433E-01	4.7948E-01	5.3809E+00	-4.3752E-01	2.1527E+00	1.5654E+01	3.3367E-02	-1.1426E-01	9.7432E-01
2599	1.7126E-01	3.9871E-01	4.9865E+00	-3.3725E-01	1.5559E+00	1.0566E+01	5.2484E-02	-1.1948E-01	1.2191E+00
2600	1.8241E-01	4.7024E-01	4.2101E+00	-5.2077E-01	2.3789E+00	1.2165E+01	4.9334E-02	-1.2642E-01	1.0405E+00
2601	2.0917E-01	1.3113E+00	9.9650E+00	-6.2281E-01	3.3767E+00	2.3834E+01	1.4647E-01	-1.9490E-01	6.7081E-01
2602	1.8565E-01	7.6021E-01	7.9294E+00	-3.6951E-01	2.8722E+00	2.5000E+01	5.0886E-02	-1.2850E-01	1.0815E+00
2603	1.7529E-01	2.6652E-01	2.9407E+00	-3.5656E-01	2.9657E+00	2.5000E+01	4.4367E-02	-1.2570E-01	1.2571E+00
2604	1.7751E-01	3.7122E-01	2.7908E+00	-5.2156E-01	1.6739E+00	7.8429E+00	6.2028E-02	-1.2160E-01	1.1016E+00
2605	1.7245E-01	8.4805E-01	6.4795E+00	-4.3686E-01	2.2426E+00	1.3283E+01	5.0943E-02	-1.1112E-01	1.2284E+00
2606	1.9199E-01	5.8380E-01	5.4807E+00	-4.7501E-01	1.9607E+00	1.1835E+01	4.4434E-02	-1.1458E-01	9.4158E-01
2607	2.2289E-01	6.9140E-01	4.3984E+00	-5.2595E-01	1.5720E+00	8.1425E+00	8.5809E-02	-1.5165E-01	2.2357E+00
2608	1.5976E-01	5.8562E-02	1.4816E+00	-4.0478E-01	1.9521E+00	1.3164E+01	9.4719E-02	-1.7043E-01	1.1188E+00
2609	1.7769E-01	2.8622E-01	2.5635E+00	-3.9468E-01	1.0780E+00	6.4244E+00	4.3994E-02	-1.1059E-01	1.4538E+00
2610	3.0036E-01	1.1955E+00	7.4918E+00	-7.9481E-01	3.4409E+00	2.0173E+01	7.5772E-02	-2.0131E-01	3.0000E+00
2611	1.7274E-01	5.5638E-01	4.7675E+00	-3.8141E-01	2.7891E+00	2.0800E+01	6.2513E-02	-1.4835E-01	1.5711E+00
2612	1.6831E-01	1.6072E-01	6.9842E-01	-4.0670E-01	1.4903E+00	7.8866E+00	7.0326E-02	-1.4771E-01	1.2214E+00
2613	2.3504E-01	4.7260E-01	4.6229E+00	-6.0225E-01	1.5835E+00	9.2138E+00	5.8754E-02	-1.3382E-01	2.4725E+00
2614	2.6297E-01	5.9528E-01	5.4482E+00	-4.9173E-01	2.5392E+00	2.5000E+01	9.5578E-02	-1.8801E-01	3.0000E+00
2615	1.8375E-01	4.5004E-01	3.1992E+00	-5.4836E-01	2.0436E+00	1.0676E+01	6.9543E-02	-1.3393E-01	1.2928E+00
2616	1.7461E-01	5.8787E-01	4.8237E+00	-5.1242E-01	2.4821E+00	1.2757E+01	5.0303E-02	-1.2443E-01	1.0855E+00
2617	1.7967E-01	3.6594E-01	2.1962E+00	-4.0804E-01	3.4421E+00	2.5000E+01	5.4756E-02	-1.4109E-01	1.5208E+00
2618	1.8554E-01	3.3451E-01	4.6506E+00	-4.5856E-01	2.2348E+00	1.6947E+01	8.7071E-02	-1.7004E-01	9.0418E-01
2619	1.9291E-01	8.9541E-01	7.0997E+00	-4.9545E-01	3.4935E+00	2.5000E+01	7.4970E-02	-1.6675E-01	1.7542E+00
2620	1.8699E-01	7.0993E-01	5.4659E+00	-4.8595E-01	1.9532E+00	1.0871E+01	4.3648E-02	-1.0043E-01	1.0866E+00
2621	1.8081E-01	6.3763E-01	5.5708E+00	-4.1400E-01	2.6226E+00	1.8652E+01	4.6554E-02	-1.2494E-01	9.6620E-01
2622	1.7383E-01	1.1311E+00	9.7811E+00	-4.3679E-01	2.3833E+00	1.6539E+01	7.5158E-02	-1.1883E-01	8.9346E-01
2623	1.6221E-01	5.2395E-01	4.0194E+00	-4.2213E-01	1.5399E+00	6.8450E+00	6.9203E-02	-1.4194E-01	1.2889E+00
2624	1.8282E-01	4.8288E-01	3.3698E+00	-4.7740E-01	2.4348E+00	1.4027E+01	6.8731E-02	-1.7853E-01	1.7118E+00
2625	1.7126E-01	6.8682E-01	5.4030E+00	-4.4165E-01	2.9790E+00	1.9398E+01	6.1479E-02	-1.2413E-01	1.3214E+00
2626	1.6208E-01	4.5060E-01	3.8363E+00	-3.6596E-01	2.9744E+00	2.5000E+01	7.3365E-02	-1.5040E-01	1.0984E+00
2627	1.7428E-01	6.2958E-01	5.7184E+00	-4.2504E-01	2.5982E+00	1.7959E+01	4.7377E-02	-1.1718E-01	1.1433E+00
2628	1.9312E-01	9.7075E-01	8.5362E+00	-5.6018E-01	3.2567E+00	2.5000E+01	9.0495E-02	-1.5347E-01	1.5085E+00
2629	2.0826E-01	5.5004E-01	4.0812E+00	-4.9541E-01	3.3239E+00	2.5000E+01	5.1263E-02	-1.4198E-01	2.0816E+00
2630	1.7669E-01	9.0785E-01	7.6409E+00	-3.9404E-01	2.4070E+00	1.5474E+01	3.6179E-02	-9.1039E-02	1.2303E+00
2631	2.9541E-01	1.4712E+00	1.2695E+01	-7.5443E-01	3.1895E+00	2.3374E+01	1.3090E-01	-2.1062E-01	3.0000E+00
2632	1.7140E-01	4.2491E-01	3.7330E+00	-3.7901E-01	2.1764E+00	1.7684E+01	5.6633E-02	-1.1915E-01	1.4319E+00
2633	2.1745E-01	6.3832E-01	5.7609E+00	-5.1604E-01	3.3841E+00	2.5000E+01	7.7706E-02	-1.9527E-01	2.0254E+00
2634	1.6357E-01	1.2759E-01	1.3648E+00	-3.9592E-01	1.6151E+00	9.1413E+00	5.2468E-02	-1.2504E-01	1.1934E+00
2635	1.8484E-01	6.1391E-01	5.4951E+00	-4.2870E-01	3.0556E+00	2.5000E+01	6.5846E-02	-1.3722E-01	7.9394E-01
2636	1.7840E-01	9.4395E-01	8.7701E+00	-4.6550E-01	2.8583E+00	2.5000E+01	8.2669E-02	-1.2613E-01	1.3133E+00
2637	1.7315E-01	4.6616E-01	4.8384E+00	-3.5570E-01	2.8391E+00	2.5000E+01	3.5379E-02	-1.0223E-01	1.3372E+00
2638	3.5737E-01	1.0700E-01	3.4279E-05	-7.2782E-01	7.9061E-01	1.9020E+00	3.6470E-02	-1.2434E-01	3.0000E+00
2639	2.1044E-01	1.9429E-15	5.0509E-01	-4.8153E-01	1.3901E+00	7.4313E+00	4.7007E-02	-1.3332E-01	1.6308E+00
2640	2.7196E-01	1.0787E+00	8.3535E+00	-5.7940E-01	3.3641E+00	2.5000E+01	1.0377E-01	-2.2730E-01	3.0000E+00
2641	1.8787E-01	5.6763E-01	4.2333E+00	-4.6431E-01	2.3844E+00	1.4639E+01	3.8995E-02	-1.2211E-01	1.1385E+00
2642	1.8151E-01	4.5530E-01	2.8660E+00	-4.9391E-01	1.1075E+00	4.0029E+00	7.6465E-02	-1.3456E-01	1.7231E+00
2643	3.4656E-01	1.0742E-01	2.0213E-04	-8.6846E-01	1.6852E+00	6.7898E+00	6.1959E-02	-2.1926E-01	3.0000E+00
2644	2.7739E-01	1.6797E+00	1.0338E+01	-8.0403E-01	4.1949E+00	2.5000E+01	1.0780E-01	-1.9573E-01	2.6421E+00
2645	1.6971E-01	8.6818E-01	7.4782E+00	-3.9478E-01	3.1183E+00	2.5000E+01	5.9968E-02	-1.1108E-01	1.1632E+00
2646	2.0798E-01	6.7002E-01	6.0880E+00	-5.3060E-01	2.4162E+00	1.5454E+01	7.7660E-02	-1.7646E-01	1.9574E+00
2647	1.7996E-01	3.5746E-01	2.8663E+00	-4.1558E-01	1.9952E+00	1.1624E+01	6.3112E-02	-1.4805E-01	1.6073E+00
2648	1.7121E-01	5.9192E-01	5.4280E+00	-4.5525E-01	3.3681E+00	2.5000E+01	6.6569E-02	-1.4382E-01	1.2386E+00
2649	2.9433E-01	5.1477E-01	3.7325E+00	-7.8641E-01	1.1426E+00	5.0130E+00	8.6988E-02	-1.8171E-01	3.0000E+00
2650	1.7688E-01	4.9044E-01	4.9609E+00	-4.6115E-01	2.4285E+00	1.5591E+01	5.4784E-02	-1.1934E-01	1.2886E+00
2651	1.9364E-01	9.0116E-01	8.6052E+00	-4.8082E-01	2.8969E+00	2.1615E+01	4.3714E-02	-1.0908E-01	1.0040E+00
2652	1.8557E-01	1.0164E+00	6.8023E+00	-4.9198E-01	3.6236E+00	2.5000E+01	9.6666E-02	-1.6001E-01	1.0426E+00
2653	1.7780E-01	1.0566E+00	8.8868E+00	-3.8239E-01	3.1420E+00	2.5000E+01	5.0616E-02	-1.0771E-01	1.1871E+00
2654	1.8509E-01	1.9366E-02	1.5008E+00	-3.4852E-01	1.2129E+00	6.4722E+00	6.3117E-02	-1.3681E-01	9.7629E-01
2655	1.9270E-01	6.2576E-01	4.9884E+00	-4.9584E-01	2.4277E+00	1.5956E+01	6.9629E-02	-1.4194E-01	1.7777E+00
2656	2.1105E-01	8.3175E-01	6.4495E+00	-5.9729E-01	2.8551E+00	2.0277E+01	9.8809E-02	-1.6373E-01	2.0220E+00
2657	2.2670E-01	4.1384E-01	4.0785E+00	-5.1098E-01	1.9505E+00	1.4607E+01	4.2695E-02	-1.3831E-01	2.0829E+00
2658	1.8387E-01	1.0219E-11	4.1701E-01	-3.4708E-01	1.1560E+00	6.9607E+00	3.2263E-02	-1.0733E-01	1.4491E+00
2659	1.8565E-01	3.1423E-01	4.3053E+00	-4.7754E-01	1.6712E+00	9.7478E+00	4.9462E-02	-1.2237E-01	8.2925E-01
2660	1.7006E-01	2.7596E-01	2.5185E+00	-3.7633E-01	1.3641E+00	6.9839E+00	3.3134E-02	-1.0860E-01	1.1672E+00
2661	1.8377E-01	7.7386E-01	7.1083E+00	-4.7353E-01	3.1833E+00	2.1741E+01	7.8525E-02	-1.6777E-01	9.9869E-01
2662	1.8929E-01	1.1561E+00	1.0239E+01	-4.0136E-01	3.3998E+00	2.5000E+01	5.4450E-02	-1.2743E-01	1.6332E+00
2663	2.4962E-01	4.4406E-01	4.1122E+00	-6.1506E-01	2.9249E+00	2.1761E+01	6.7048E-02	-1.8245E-01	2.5504E+00
2664	1.6290E-01	5.8134E-01	5.0557E+00	-3.6934E-01	1.7017E+00	1.1315E+01	8.4045E-02	-1.5694E-01	9.7167E-01
2665	1.7327E-01	9.3888E-01	8.7931E+00	-4.0593E-01	2.9041E+00	2.5000E+01	6.9286E-02	-1.3398E-01	1.3279E+00
2666	1.8491E-01	3.4159E-01	3.9334E+00	-4.2935E-01	2.4161E+00	1.7958E+01	6.3745E-02	-1.4469E-01	1.5921E+00
2667	1.6804E-01	6.7396E-01	7.4712E+00	-3.3143E-01	2.2606E+00	1.7883E+01	4.1945E-02	-1.1443E-01	1.3192E+00
2668	1.7749E-01	1.1771E+00	1.1113E+01	-4.0320E-01	3.1899E+00	2.5000E+01	4.5265E-02	-1.1069E-01	1.4499E+00
2669	1.7251E-01	6.5575E-01	6.2331E+00	-4.2565E-01	3.1231E+00	2.5000E+01	8.0633E-02	-1.4242E-01	1.3707E+00
2670	1.9463E-01	2.4142E-02	1.9665E-10	-4.3269E-01	1.4229E+00	7.4022E+00	8.6805E-02	-1.8131E-01	2.1903E+00
2671	1.6192E-01	5.0863E-01	4.7510E+00	-3.2826E-01	1.4538E+00	8.2286E+00	4.3801E-02	-1.1919E-01	1.4079E+00
2672	1.9333E-01	1.4945E+00	1.0881E+01	-4.3848E-01	2.9906E+00	1.9955E+01	5.7090E-02	-1.3229E-01	1.6863E+00
2673	1.8700E-01	9.8318E-01	5.9807E+00	-4.7046E-01	2.2871E+00	1.2947E+01	6.1779E-02	-1.2074E-01	1.1947E+00
2674	1.6522E-01	9.0509E-01	6.5801E+00	-3.5077E-01	2.0656E+00	1.2029E+01	5.0228E-02	-1.2376E-01	1.1900E+00
2675	1.6550E-01	6.4781E-01	5.3210E+00	-4.1397E-01	2.5853E+00	1.7888E+01	7.9369E-02	-1.5247E-01	1.1016E+00
2676	1.8676E-01	9.8504E-01	7.0221E+00	-6.1814E-01	2.6095E+00	1.4395E+01	8.3589E-02	-1.1659E-01	1.5530E+00
2677	1.8967E-01	4.4742E-01	3.4943E+00	-4.5103E-01	1.6025E+00	7.5356E+00	5.6261E-02	-1.2663E-01	1.5894E+00
2678	1.7835E-01	8.1824E-01	5.9000E+00	-4.5446E-01	2.4059E+00	1.3532E+01	6.2801E-02	-1.3952E-01	1.1361E+00
2679	1.8562E-01	4.2096E-01	7.2627E+00	-4.1494E-01	2.6259E+00	2.4993E+01	6.7964E-02	-1.4220E-01	1.1766E+00
2680	1.8405E-01	6.2909E-01	7.6129E+00	-4.5206E-01	2.3328E+00	1.7522E+01	6.4175E-02	-1.4084E-01	1.2436E+00
2681	1.7409E-01	7.1524E-01	5.6717E+00	-4.0045E-01	2.6797E+00	1.7306E+01	4.8463E-02	-1.2811E-01	1.2373E+00
2682	1.8384E-01	8.5178E-01	6.1512E+00	-4.8727E-01	3.3725E+00	2.5000E+01	9.1529E-02	-1.5676E-01	1.2943E+00
2683	1.6851E-01	5.6080E-02	1.1231E+00	-5.0521E-01	1.1940E+00	4.5713E+00	1.0622E-01	-1.8434E-01	1.6252E+00
2684	1.7083E-01	1.0599E+00	8.9688E+00	-4.3161E-01	2.5415E+00	1.8478E+01	6.2354E-02	-1.0257E-01	1.5021E+00
2685	1.7354E-01	1.8011E-01	2.3220E+00	-4.4281E-01	1.8787E+00	1.1129E+01	3.0126E-02	-1.0112E-01	1.0660E+00
2686	1.6862E-01	3.2741E-01	4.0583E+00	-4.1981E-01	3.2172E+00	2.5000E+01	8.3599E-02	-1.7141E-01	1.2050E+00
2687	1.7735E-01	6.6137E-01	7.6092E+00	-3.8461E-01	2.9512E+00	2.5000E+01	6.3822E-02	-1.3876E-01	9.4555E-01
2688	2.0484E-01	3.6940E-01	3.6196E+00	-5.1630E-01	2.8320E+00	2.1395E+01	6.0755E-02	-1.5484E-01	1.9827E+00
2689	2.2497E-01	9.9144E-01	7.3249E+00	-4.7667E-01	2.6867E+00	1.9161E+01	4.7798E-02	-1.1871E-01	2.1267E+00
2690	1.6035E-01	7.3829E-01	5.9353E+00	-3.9829E-01	3.3908E+00	2.5000E+01	6.2944E-02	-1.2591E-01	1.2628E+00
2691	1.8216E-01	8.4020E-01	6.9336E+00	-4.4400E-01	1.5486E+00	8.1792E+00	4.9391E-02	-1.0623E-01	1.0721E+00
2692	1.7105E-01	5.6293E-01	5.5468E+00	-4.4543E-01	2.1656E+00	1.4653E+01	8.3747E-02	-1.4724E-01	1.4297E+00
2693	2.7708E-01	6.1362E-12	1.3531E+00	-5.6206E-01	1.1241E+00	5.9853E+00	8.7910E-02	-1.9761E-01	2.7967E+00
2694	1.6624E-01	5.7855E-01	5.7897E+00	-3.8267E-01	2.5415E+00	1.9000E+01	3.5092E-02	-9.6459E-02	1.2113E+00
2695	1.8829E-01	1.2433E+00	8.3703E+00	-3.8281E-01	3.2919E+00	2.5000E+01	4.2347E-02	-1.0639E-01	1.4244E+00
2696	1.6576E-01	1.1015E-01	1.6202E+00	-4.0425E-01	1.3626E+00	8.0103E+00	5.4422E-02	-1.1146E-01	1.0472E+00
2697	1.9872E-01	7.0866E-01	7.7601E+00	-4.5468E-01	2.7866E+00	2.4659E+01	6.0815E-02	-1.2834E-01	8.8171E-01
2698	1.9333E-01	9.0772E-02	1.4393E+00	-3.9819E-01	1.0363E+00	5.4076E+00	3.5768E-02	-1.3027E-01	1.8361E+00
2699	1.7156E-01	7.1629E-01	5.1867E+00	-3.0129E-01	2.6744E+00	2.4022E+01	6.0091E-02	-1.2648E-01	1.0515E+00
2700	1.6133E-01	4.2996E-01	4.9829E+00	-3.1674E-01	2.4138E+00	1.9885E+01	5.1414E-02	-1.3191E-01	1.3008E+00
2701	1.8390E-01	7.3169E-01	5.6686E+00	-4.0897E-01	3.4211E+00	2.5000E+01	4.3793E-02	-1.2121E-01	9.9955E-01
2702	1.6364E-01	5.7063E-01	4.4489E+00	-4.0988E-01	2.5351E+00	1.6657E+01	6.2722E-02	-1.3932E-01	1.4652E+00
2703	1.8013E-01	9.6282E-01	7.0414E+00	-4.2215E-01	3.4312E+00	2.5000E+01	5.5627E-02	-1.2503E-01	1.0262E+00
2704	1.6825E-01	6.4256E-01	5.8779E+00	-4.0780E-01	2.0815E+00	1.3619E+01	7.2248E-02	-1.4373E-01	1.1530E+00
2705	1.8143E-01	7.7554E-01	7.0454E+00	-4.2957E-01	3.3441E+00	2.5000E+01	9.1893E-02	-1.7269E-01	8.8952E-01
2706	1.7779E-01	2.8943E-01	2.9298E+00	-4.0858E-01	1.5265E+00	6.5848E+00	4.0884E-02	-1.4030E-01	1.5543E+00
2707	2.2987E-01	4.8678E-01	3.2009E+00	-6.5060E-01	3.2357E+00	2.2324E+01	6.7666E-02	-1.6078E-01	2.3097E+00
2708	2.1296E-01	6.3692E-01	3.6013E+00	-6.1829E-01	1.6470E+00	7.5435E+00	6.5177E-02	-1.2958E-01	1.9370E+00
2709	1.7658E-01	1.2658E+00	1.0743E+01	-4.0370E-01	3.0508E+00	2.5000E+01	6.7658E-02	-1.3011E-01	1.0963E+00
2710	1.9213E-01	6.6160E-01	5.2728E+00	-5.3356E-01	2.1176E+00	1.2668E+01	6.6931E-02	-1.2222E-01	1.7840E+00
2711	1.7232E-01	4.2760E-01	6.0003E+00	-3.8249E-01	2.5539E+00	2.3071E+01	6.0225E-02	-1.2086E-01	9.5630E-01
2712	1.7193E-01	5.3611E-01	4.2835E+00	-4.3226E-01	2.1750E+00	1.3564E+01	7.2514E-02	-1.4122E-01	1.4930E+00
2713	1.9079E-01	1.0582E+00	1.0424E+01	-4.4570E-01	3.0207E+00	2.5000E+01	5.1100E-02	-1.2606E-01	1.2490E+00
2714	1.9195E-01	6.2414E-01	4.5114E+00	-5.4561E-01	1.9631E+00	1.1351E+01	7.1661E-02	-1.2482E-01	1.4297E+00
2715	2.9910E-01	1.8837E+00	1.2221E+01	-7.1057E-01	3.6436E+00	2.5000E+01	1.2083E-01	-1.9293E-01	3.0000E+00
2716	1.8582E-01	1.5319E-11	5.2057E-01	-3.6446E-01	8.0380E-01	3.0103E+00	4.4253E-02	-1.1858E-01	1.1263E+00
2717	2.5775E-01	1.1169E+00	8.2362E+00	-6.5689E-01	3.4909E+00	2.5000E+01	6.9421E-02	-1.4924E-01	2.6294E+00
2718	1.6750E-01	6.6781E-01	4.8978E+00	-4.7133E-01	2.4048E+00	1.4497E+01	7.5416E-02	-1.3098E-01	1.4482E+00
2719	1.8181E-01	1.2315E+00	1.0321E+01	-4.8456E-01	2.5223E+00	1.5038E+01	5.3662E-02	-1.1790E-01	1.0631E+00
2720	1.9014E-01	4.3797E-01	4.1101E+00	-5.1033E-01	1.8180E+00	1.0034E+01	5.3196E-02	-1.3740E-01	1.5991E+00
2721	1.7976E-01	4.4795E-01	4.9327E+00	-4.2197E-01	2.7739E+00	2.0415E+01	7.2127E-02	-1.7523E-01	1.0252E+00
2722	1.6926E-01	1.0412E+00	9.3638E+00	-3.7003E-01	3.2784E+00	2.4601E+01	7.1967E-02	-1.4278E-01	9.2763E-01
2723	1.7525E-01	7.6698E-01	5.2674E+00	-5.7419E-01	2.5928E+00	1.3807E+01	7.1601E-02	-1.2583E-01	1.3804E+00
2724	2.1825E-01	5.5928E-01	4.0190E+00	-5.2734E-01	1.6667E+00	7.4804E+00	3.9506E-02	-1.3533E-01	2.1782E+00
2725	1.9725E-01	3.8908E-01	3.5305E+00	-5.6642E-01	1.7490E+00	7.4089E+00	5.6486E-02	-1.5298E-01	2.0339E+00
2726	1.7684E-01	2.4396E-01	4.1866E+00	-3.4566E-01	1.6421E+00	1.2007E+01	5.4332E-02	-1.4588E-01	1.1029E+00
2727	1.7774E-01	6.3700E-01	3.9951E+00	-4.6671E-01	1.3838E+00	5.3314E+00	5.6383E-02	-1.0955E-01	1.2099E+00
2728	2.2839E-01	1.2676E+00	8.0047E+00	-6.3170E-01	3.0003E+00	1.7906E+01	6.6995E-02	-1.2743E-01	1.8594E+00
2729	1.8165E-01	3.8686E-12	1.4341E+00	-3.2112E-01	1.4864E+00	8.6172E+00	4.3527E-02	-1.1908E-01	1.0379E+00
2730	2.1127E-01	6.3665E-05	2.4017E+00	-3.9915E-01	1.6182E+00	1.0887E+01	5.1432E-02	-1.4214E-01	1.0384E+00
2731	2.5524E-01	1.1343E+00	8.3253E+00	-6.8803E-01	3.2215E+00	2.0668E+01	1.2715E-01	-2.2820E-01	3.0000E+00
2732	1.6180E-01	5.0998E-01	4.6492E+00	-3.9485E-01	3.0048E+00	2.5000E+01	8.0972E-02	-1.3142E-01	1.0515E+00
2733	1.8209E-01	7.1547E-01	5.7682E+00	-4.6326E-01	2.3189E+00	1.3322E+01	5.0022E-02	-1.1304E-01	1.0044E+00
2734	1.8529E-01	4.7774E-01	5.0280E+00	-4.6126E-01	2.3988E+00	1.7232E+01	7.7378E-02	-1.6704E-01	1.1316E+00
2735	2.0169E-01	1.2893E-10	1.8618E+00	-3.4287E-01	1.0327E+00	5.5202E+00	3.0170E-02	-1.2684E-01	9.4773E-01
2736	1.7883E-01	6.4919E-01	5.9201E+00	-3.4682E-01	2.4373E+00	1.7172E+01	5.6252E-02	-1.4192E-01	1.0853E+00
2737	1.6697E-01	7.7959E-01	7.2439E+00	-4.5138E-01	3.0863E+00	2.5000E+01	7.2492E-02	-1.3044E-01	1.0337E+00
2738	1.7142E-01	4.4783E-01	4.4681E+00	-4.1747E-01	2.3072E+00	1.6779E+01	8.6016E-02	-1.4401E-01	9.6177E-01
2739	1.9722E-01	7.1709E-01	6.2186E+00	-4.9529E-01	3.2815E+00	2.5000E+01	6.1019E-02	-1.4691E-01	1.7435E+00
2740	1.9752E-01	6.9819E-02	1.4942E-01	-5.6332E-01	1.1726E+00	3.8866E+00	4.0642E-02	-1.3174E-01	1.8484E+00
2741	1.7523E-01	4.5826E-01	3.2917E+00	-4.0864E-01	2.0054E+00	1.2707E+01	6.9685E-02	-1.3290E-01	8.9280E-01
2742	1.6786E-01	1.8174E-01	6.7177E-01	-4.3736E-01	9.5179E-01	3.4116E+00	5.9631E-02	-1.0720E-01	1.0302E+00
2743	1.6403E-01	6.9736E-01	6.0441E+00	-3.5268E-01	3.1008E+00	2.5000E+01	5.9504E-02	-1.2383E-01	1.2778E+00
2744	1.6567E-01	5.8085E-01	4.5097E+00	-4.1751E-01	2.9244E+00	2.0668E+01	7.4188E-02	-1.3764E-01	1.1036E+00
2745	1.7570E-01	6.7613E-01	6.2011E+00	-4.4410E-01	3.2128E+00	2.5000E+01	5.0586E-02	-1.0647E-01	1.2491E+00
2746	1.7812E-01	5.5613E-01	3.2479E+00	-4.1399E-01	3.2908E+00	2.5000E+01	6.4922E-02	-1.3843E-01	1.3574E+00
2747	1.7028E-01	5.9944E-01	5.2755E+00	-4.2867E-01	2.0233E+00	1.4334E+01	5.5495E-02	-1.1384E-01	1.0743E+00
2748	2.8582E-01	8.8512E-01	7.4124E+00	-7.0515E-01	2.4690E+00	1.8437E+01	7.8397E-02	-1.6274E-01	3.0000E+00
2749	1.8295E-01	8.0115E-01	7.0096E+00	-4.3211E-01	2.9937E+00	2.5000E+01	6.5137E-02	-1.2194E-01	1.2719E+00
2750	1.8536E-01	7.4933E-01	5.7585E+00	-4.4272E-01	2.0212E+00	1.1521E+01	2.2785E-02	-8.0580E-02	1.0989E+00
2751	1.6886E-01	4.3002E-02	1.2656E+00	-3.1794E-01	1.9818E+00	1.6672E+01	6.0829E-02	-1.5975E-01	1.2825E+00
