i,obs,value,stat,syst1,Q2,x,z,pT,target,hadron
240,M_Hermes,2.417785,0.08897176,0.06977642,5.223411,0.2530129,0.2737805,0.2993898,deuteron,pi-
241,M_Hermes,2.021503,0.09740425,0.1339019,5.223411,0.2530129,0.2735902,0.3986939,deuteron,pi-
242,M_Hermes,1.608086,0.06850766,0.1574735,5.223411,0.2530129,0.274328,0.5177601,deuteron,pi-
243,M_Hermes,0.6059677,0.03535964,0.05552932,5.223411,0.2530129,0.2734017,0.6826585,deuteron,pi-
244,M_Hermes,0.1052726,0.01439302,0.009395482,5.223411,0.2530129,0.2753434,0.9192111,deuteron,pi-
245,M_Hermes,0.5762606,0.02222885,0.09447765,5.223411,0.2530129,0.3341569,0.09986429,deuteron,pi-
246,M_Hermes,1.131865,0.03917988,0.1004438,5.223411,0.2530129,0.3340373,0.2028636,deuteron,pi-
247,M_Hermes,1.571365,0.0499626,0.06725382,5.223411,0.2530129,0.3330417,0.3010536,deuteron,pi-
248,M_Hermes,1.562714,0.0563721,0.05103149,5.223411,0.2530129,0.3342359,0.3993285,deuteron,pi-
249,M_Hermes,1.033226,0.04236288,0.06407306,5.223411,0.2530129,0.3349098,0.5184466,deuteron,pi-
250,M_Hermes,0.5961636,0.02621498,0.04811089,5.223411,0.2530129,0.3360628,0.683739,deuteron,pi-
251,M_Hermes,0.1081643,0.008090606,0.008626908,5.223411,0.2530129,0.3392237,0.9278642,deuteron,pi-
252,M_Hermes,0.2841653,0.0132279,0.05195008,5.223411,0.2530129,0.4198112,0.09967201,deuteron,pi-
253,M_Hermes,0.5859313,0.02390839,0.05931327,5.223411,0.2530129,0.4206323,0.2026882,deuteron,pi-
254,M_Hermes,0.7776398,0.02996464,0.03924155,5.223411,0.2530129,0.4187012,0.3005442,deuteron,pi-
255,M_Hermes,0.8073745,0.03191523,0.0208102,5.223411,0.2530129,0.4209265,0.4008244,deuteron,pi-
256,M_Hermes,0.6450593,0.0249722,0.03529129,5.223411,0.2530129,0.4198839,0.5218467,deuteron,pi-
257,M_Hermes,0.3660587,0.01784356,0.01608327,5.223411,0.2530129,0.4215252,0.6834361,deuteron,pi-
258,M_Hermes,0.08605568,0.005775633,0.004127259,5.223411,0.2530129,0.4214685,0.9160692,deuteron,pi-
259,M_Hermes,0.1361795,0.008703974,0.01915921,5.223411,0.2530129,0.5326375,0.1017679,deuteron,pi-
260,M_Hermes,0.2974707,0.01646889,0.01872444,5.223411,0.2530129,0.5275946,0.2038081,deuteron,pi-
261,M_Hermes,0.3336514,0.01865178,0.0161327,5.223411,0.2530129,0.5298844,0.30189,deuteron,pi-
262,M_Hermes,0.3842059,0.0208549,0.03130026,5.223411,0.2530129,0.529492,0.3995747,deuteron,pi-
263,M_Hermes,0.3305259,0.01529062,0.0402187,5.223411,0.2530129,0.5302242,0.522833,deuteron,pi-
264,M_Hermes,0.1966784,0.01137931,0.01925024,5.223411,0.2530129,0.5313566,0.6882272,deuteron,pi-
265,M_Hermes,0.05286705,0.004145719,0.005174569,5.223411,0.2530129,0.5339252,0.9363833,deuteron,pi-
266,M_Hermes,0.05360111,0.004808104,0.005810397,5.223411,0.2530129,0.6921248,0.09785178,deuteron,pi-
267,M_Hermes,0.1387481,0.009870317,0.02539517,5.223411,0.2530129,0.6843604,0.2062039,deuteron,pi-
268,M_Hermes,0.1474689,0.01135253,0.03742945,5.223411,0.2530129,0.6895474,0.3021381,deuteron,pi-
269,M_Hermes,0.1698826,0.01204837,0.04889136,5.223411,0.2530129,0.6841163,0.4002593,deuteron,pi-
270,M_Hermes,0.1393939,0.008291647,0.004087963,5.223411,0.2530129,0.6833502,0.5207509,deuteron,pi-
271,M_Hermes,0.1026166,0.00579501,0.002837428,5.223411,0.2530129,0.6790957,0.6883197,deuteron,pi-
272,M_Hermes,0.02764469,0.002288946,0.000780056,5.223411,0.2530129,0.6802225,0.9371552,deuteron,pi-
273,M_Hermes,0.01968692,0.002132792,0.00213546,5.223411,0.2530129,0.8940915,0.1013489,deuteron,pi-
274,M_Hermes,0.05119003,0.004641439,0.009391782,5.223411,0.2530129,0.8877418,0.2012088,deuteron,pi-
275,M_Hermes,0.03718989,0.005329545,0.009450144,5.223411,0.2530129,0.8871996,0.3002519,deuteron,pi-
276,M_Hermes,0.04355586,0.005264857,0.01252724,5.223411,0.2530129,0.8790681,0.3978237,deuteron,pi-
277,M_Hermes,0.03109634,0.003107951,0.00080076,5.223411,0.2530129,0.8823027,0.5187418,deuteron,pi-
278,M_Hermes,0.0185067,0.002015716,0.000460479,5.223411,0.2530129,0.8594934,0.6913204,deuteron,pi-
279,M_Hermes,0.005181791,0.000849922,0.000135203,5.223411,0.2530129,0.8424172,0.9068809,deuteron,pi-
280,M_Hermes,3.416029,0.3295358,0.2121757,9.202431,0.4090416,0.1369082,0.09838346,deuteron,pi-
281,M_Hermes,8.119788,0.7690213,1.152176,9.202431,0.4090416,0.1379328,0.2022862,deuteron,pi-
282,M_Hermes,7.799441,0.874331,1.52192,9.202431,0.4090416,0.1408258,0.2997395,deuteron,pi-
283,M_Hermes,7.417342,0.7396767,0.4008179,9.202431,0.4090416,0.1425035,0.3941221,deuteron,pi-
284,M_Hermes,3.778531,0.4520405,1.024289,9.202431,0.4090416,0.1428038,0.5195363,deuteron,pi-
285,M_Hermes,1.724288,0.376575,0.4475677,9.205912,0.4090672,0.1449783,0.6678339,deuteron,pi-
287,M_Hermes,1.325116,0.1500879,0.1109198,9.202431,0.4090416,0.2236064,0.1023126,deuteron,pi-
288,M_Hermes,3.060193,0.2870445,0.07545515,9.202431,0.4090416,0.223988,0.2065193,deuteron,pi-
289,M_Hermes,3.636582,0.3671898,0.2498856,9.202431,0.4090416,0.2225732,0.3006084,deuteron,pi-
290,M_Hermes,3.113933,0.3814931,0.3355891,9.202431,0.4090416,0.2256845,0.3944206,deuteron,pi-
291,M_Hermes,2.024265,0.2449113,0.2938993,9.202431,0.4090416,0.2229812,0.5168924,deuteron,pi-
292,M_Hermes,0.6702327,0.1257127,0.09150682,9.202431,0.4090416,0.2222632,0.6844076,deuteron,pi-
293,M_Hermes,0.2402112,0.08527133,0.03272497,9.205912,0.4090672,0.2266035,0.895212,deuteron,pi-
294,M_Hermes,0.9393387,0.1229108,0.1178833,9.202431,0.4090416,0.272451,0.09819081,deuteron,pi-
295,M_Hermes,1.871385,0.2086512,0.09675466,9.202431,0.4090416,0.2748857,0.2057923,deuteron,pi-
296,M_Hermes,3.314527,0.3064893,0.0953293,9.202431,0.4090416,0.2739019,0.3035009,deuteron,pi-
297,M_Hermes,1.975063,0.3214063,0.1336028,9.202431,0.4090416,0.2729581,0.3969603,deuteron,pi-
298,M_Hermes,1.907167,0.2320433,0.1862281,9.202431,0.4090416,0.2720495,0.5184368,deuteron,pi-
299,M_Hermes,0.8593034,0.1216657,0.07596749,9.202431,0.4090416,0.2709011,0.6827231,deuteron,pi-
300,M_Hermes,0.1586038,0.04766673,0.01426743,9.205912,0.4090672,0.2709292,0.901383,deuteron,pi-
301,M_Hermes,0.5518773,0.07191476,0.09130979,9.202431,0.4090416,0.3340928,0.09764513,deuteron,pi-
302,M_Hermes,1.151321,0.1337309,0.105355,9.202431,0.4090416,0.3307746,0.2044775,deuteron,pi-
303,M_Hermes,1.508392,0.1601259,0.05829472,9.202431,0.4090416,0.3336343,0.2986955,deuteron,pi-
304,M_Hermes,1.625871,0.1850135,0.05224968,9.202431,0.4090416,0.3361044,0.3975217,deuteron,pi-
305,M_Hermes,1.362117,0.1467514,0.08405886,9.202431,0.4090416,0.3362661,0.5211664,deuteron,pi-
306,M_Hermes,0.5361315,0.08304208,0.04387245,9.202431,0.4090416,0.3369773,0.6757772,deuteron,pi-
307,M_Hermes,0.1107776,0.02692875,0.006032914,9.205912,0.4090672,0.3359412,0.9154175,deuteron,pi-
308,M_Hermes,0.2502484,0.04421509,0.04787846,9.205912,0.4090672,0.4206413,0.09966816,deuteron,pi-
309,M_Hermes,0.5740838,0.08502131,0.05915142,9.202431,0.4090416,0.4173804,0.2064214,deuteron,pi-
310,M_Hermes,0.7739811,0.0992009,0.03739253,9.202431,0.4090416,0.4175173,0.300006,deuteron,pi-
311,M_Hermes,0.7607527,0.111373,0.0191803,9.202431,0.4090416,0.4197367,0.3995759,deuteron,pi-
312,M_Hermes,0.5939804,0.07980206,0.03420287,9.202431,0.4090416,0.4222046,0.5233829,deuteron,pi-
313,M_Hermes,0.3864311,0.05875087,0.01777092,9.202431,0.4090416,0.4223165,0.689919,deuteron,pi-
314,M_Hermes,0.06381181,0.01807178,0.002947369,9.202431,0.4090416,0.4155805,0.92184,deuteron,pi-
315,M_Hermes,0.1295977,0.03031658,0.01833347,9.202431,0.4090416,0.5218567,0.1042481,deuteron,pi-
316,M_Hermes,0.3031542,0.05784712,0.01928533,9.202431,0.4090416,0.5276799,0.2053974,deuteron,pi-
317,M_Hermes,0.2911002,0.06713416,0.01217868,9.202431,0.4090416,0.5326319,0.2995284,deuteron,pi-
318,M_Hermes,0.4208812,0.0777938,0.03505681,9.202431,0.4090416,0.5328355,0.3954537,deuteron,pi-
319,M_Hermes,0.4036503,0.05345548,0.0486348,9.202431,0.4090416,0.5288742,0.5236783,deuteron,pi-
320,M_Hermes,0.2280684,0.03535765,0.02188878,9.202431,0.4090416,0.5276559,0.6927016,deuteron,pi-
321,M_Hermes,0.06427387,0.01596775,0.006277915,9.202431,0.4090416,0.5212196,0.9396567,deuteron,pi-
322,M_Hermes,0.05099306,0.01688196,0.005539234,9.205912,0.4090672,0.6893307,0.1023614,deuteron,pi-
323,M_Hermes,0.13668,0.0338393,0.02494739,9.202431,0.4090416,0.6905665,0.2058563,deuteron,pi-
324,M_Hermes,0.1872265,0.04370765,0.04752594,9.202431,0.4090416,0.6784033,0.3015606,deuteron,pi-
325,M_Hermes,0.06627504,0.03748824,0.01903976,9.205912,0.4090672,0.6877325,0.3996063,deuteron,pi-
326,M_Hermes,0.1429,0.0256777,0.004079418,9.202431,0.4090416,0.6893705,0.5195882,deuteron,pi-
327,M_Hermes,0.09168628,0.01794775,0.002722037,9.202431,0.4090416,0.6776399,0.6946619,deuteron,pi-
328,M_Hermes,0.03322417,0.007653108,0.001197386,9.205912,0.4090672,0.6826084,0.9193697,deuteron,pi-
329,M_Hermes,0.01652661,0.007466865,0.001804393,9.202431,0.4090416,0.9123915,0.1169092,deuteron,pi-
330,M_Hermes,0.02518022,0.0135717,0.004632515,9.202431,0.4090416,0.8886453,0.2038212,deuteron,pi-
331,M_Hermes,0.05024746,0.01822849,0.01277117,9.205912,0.4090672,0.8864427,0.2983058,deuteron,pi-
332,M_Hermes,0.01567496,0.02253846,0.000482237,9.206077,0.4092912,0.8604216,0.404213,deuteron,pi-
333,M_Hermes,0.04265636,0.01136554,0.002251455,9.202431,0.4090416,0.8799911,0.525062,deuteron,pi-
334,M_Hermes,0.02124114,0.008020551,0.001204679,9.205912,0.4090672,0.8690088,0.6909838,deuteron,pi-
335,M_Hermes,0.005867724,0.002309472,0.000331747,9.202431,0.4090416,0.8559905,0.8928465,deuteron,pi-
