i,Ebeam,x,y,z,Q2,pT,obs,value,stat,systrel,systabs,target,hadron,Experiment,Dependence
37,27.6,0.410129,0.433961,0.432412,9.218045,0.567919,M_Hermes,0.043419,0.035047,0.000000,0.017931,proton,k-,hermes,NA
38,27.6,0.409992,0.433856,0.419808,9.212750,0.688742,M_Hermes,0.049861,0.021267,0.000000,0.020582,proton,k-,hermes,NA
39,27.6,0.410056,0.433812,0.546255,9.213259,0.125854,M_Hermes,0.022352,0.012326,0.000000,0.009229,proton,k-,hermes,NA
40,27.6,0.410129,0.433961,0.540112,9.218045,0.207993,M_Hermes,0.056545,0.029385,0.000000,0.024571,proton,k-,hermes,NA
41,27.6,0.409992,0.433856,0.526768,9.212750,0.317817,M_Hermes,0.040965,0.020425,0.000000,0.017795,proton,k-,hermes,NA
42,27.6,0.410056,0.433812,0.525676,9.213259,0.397312,M_Hermes,0.051435,0.020517,0.000000,0.022336,proton,k-,hermes,NA
43,27.6,0.409992,0.433856,0.514668,9.212750,0.505930,M_Hermes,0.023804,0.014739,0.000000,0.010381,proton,k-,hermes,NA
44,27.6,0.410056,0.433812,0.507591,9.213259,0.697486,M_Hermes,0.022789,0.010969,0.000000,0.009896,proton,k-,hermes,NA
45,27.6,0.410082,0.433565,0.512807,9.208596,0.902685,M_Hermes,0.016550,0.010134,0.000000,0.007187,proton,k-,hermes,NA
46,27.6,0.410029,0.434078,0.681068,9.218269,0.137606,M_Hermes,0.002703,0.005631,0.000000,0.001116,proton,k-,hermes,NA
47,27.6,0.409948,0.433591,0.634866,9.206122,0.187747,M_Hermes,0.013965,0.013112,0.000000,0.005764,proton,k-,hermes,NA
48,27.6,0.410056,0.433812,0.637708,9.213259,0.415351,M_Hermes,0.027713,0.014051,0.000000,0.011443,proton,k-,hermes,NA
49,27.6,0.410029,0.434078,0.607376,9.218269,0.503725,M_Hermes,0.001696,0.007150,0.000000,0.000702,proton,k-,hermes,NA
50,27.6,0.409948,0.433591,0.655923,9.206122,0.668708,M_Hermes,0.012056,0.008805,0.000000,0.004988,proton,k-,hermes,NA
51,27.6,0.409948,0.433591,0.818102,9.206122,0.253726,M_Hermes,0.008767,0.006278,0.000000,0.003627,proton,k-,hermes,NA
